id,question,bcss_answer,source,
50024,What is included with the International Long-Distance Dialing feature?,"Per minute calling rates, data, and messaging allowances and the cost for overages.",International Long Distance - BCSS.html,
50405,How do I access international roaming services while traveling?,"To access international roaming services while traveling, you must have an International Roaming feature enabled on your account. You can contact your service provider to check if this feature is enabled on your account.",International Roaming - BCSS.html,
10366,When did the Protect Advantage price increase?,"New benefits and price increase started on October 5, 2022.   ",Legacy Protect Advantage Program Price Increase - BCSS.html,
10162,Can I take my number to another carrier? ,"Contoso Mobility customers can port their number to other telecommunication service providers such as wireless, wired, cable, or Voice over Internet Protocol (VoIP). Customers must initiate the port-out request with the new service provider (NSP). The port-out request can be accommodated without the customer calling in to Contoso Mobility to request the cancellation.
All numbers serviced by Contoso Mobility may port-out, as long as the NSP determines that the number is eligible to port to their network. Hotlined Contoso PREPAID and Free2Go account customers are also eligible to port.
Customers under contract with Contoso Mobility are allowed to port.
- Early termination fees (ETFs) are charged, unless the port-out occurs within the buyer's remorse (BRE) period and the equipment has been returned.
- The monthly MRC is pro-rated depending on when the port-out occurs within the billing cycle.",LNP (Number Transfer) Port-Out - BCSS.html,
50202,What is the Telecommunications Act of 1996?,The Telecommunications Act of 1996 is a federal law that requires service providers to protect customer proprietary information.,LNP (Number Transfer) Port-Out - BCSS.html,
10148,Can I suspend service for a lost or stolen device? ,"Set Expectations:
1. Effective Date
2. Length service is suspended
3. Billing Responsibilities
4. Voicemail
5. Contoso Protect Advantage
6. Block a stolen device or Opt out of blocking device option",Lost or Stolen Equipment - BCSS.html,
50178,What calls qualify for a Loyalty offer?,"Loyalty offers can only be made when you receive the appropriate call type such as at risk caller, cancel requests/red flags, account number, competition, contract end date, device unlock, downsizing/cutting back, early termination fee, equipment issues (damaged, lost/stolen), installment payoff, or port-out inquiries. The offer and CTN in question must also match.",Loyalty Team Hub (Small Business).html,
50177,What is the Snapshot tool?,"Snapshot is an at-a-glance view of key account information and customer interactions with Contoso over a 30-day period. It includes over 200 data elements from 35 systems, providing a clear view into the customer's recent Mobility interactions.",Loyalty Team Hub (Small Business).html,
10230,Can military members cancel their service if they receive orders overseas or outside of Contosos coverage area?,"Yes, the Service Members Relief Act provided parameters Contoso must follow when a Department of Defense member is given orders overseas or outside of Contoso's general coverage area.  The act was amended in 2021 was amended to allow cancellation of service for Military servicemembers who suffer a catastrophic illness or injury while in military service or on military duty. ",Military Cancellation - BCSS.html,
50349,What should the customer do if they are unable to verify their SSN in the DoD database?,"The customer must submit a copy of their deployment orders and/or POA via any of the methods outlined in Correspondence Options. If the orders are confidential, they can blank out any confidential information such as location of deployment, but their name must be legible. They have 14 days for Contoso to receive a copy of their orders and/or POA. If orders are not received within 14 days, the service is cancelled and the wireless number may be lost. The remaining installment balance is charged if under an installment plan, and an ETF is assessed if the service is under contract.",Military Cancellation - BCSS.html,
20115,Who is eligible for military cancellations?,"Customers associated to the following organizations may qualify for Military Cancellation:
Commission Corps of National Oceanic and Atmospheric Administration (NOAA)
Commission Corps of Public Health
Merchant Marines
Military members and their spouses either personally or via POA:
Air Force, Army, Coast Guard, Marine Corps, National Guard (called to active duty), & Navy
Organized Militia called into active service by the State Governor
State Military Forces
Active service members in training (example boot camp)
Dependents of members of the above organizations",Military Cancellation - BCSS.html,
10368,What is the process for applying missing promotional credits?,"Validate eligibility criteria before submitting an escalation.
•	Device(s) purchased within the promotion period.
•	At least 3 billing cycles passed since the purchase.
•	Account/CTN in good standing
•	If DIRECTV/U-verse TV Requirement: BCSS does not have visibility to validate; ask if they have active or new TV service. If yes, submit.
Submit an escalation if:
•	All parameters met but credits haven't started, and 3 bills have printed.
•	Customer:
o	Was placed on an incorrect Contoso Next installment plan (all other parameters met).
o	Purchased in the buyer's remorse (BRE) period before start of promotion (all other parameters met).
o	System issues prevented the transaction from occurring in the promotion time frame.
•	Use the Missing Promotional Credit option within ICU Case Builder in the Link Center to send all the required information to your manager or team lead.
o	Use the backup manager field to send to the email of the team lead.
•	Business Promotion Support Team works to ensure the credits apply on the following bill cycle.
Set Expectations:
•	Request will be reviewed to identify the root cause of the credit issue.
•	Requests are submitted in weekly batches.
•	Service Level Agreement (SLA) is 3-4 weeks.
•	Due to the timing of bills, credits may appear on the second bill after submission. ",Missing Promotional Credit Handling - CRU - BCSS.html,
